date,name,printed_name,mana_cost,type_line,colors,edition_code,edition_pt,url,prices,prices_mean,prices_median
2025-05-02,Opal Caryatid,Cariátide de Opala,{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=opal+caryatid,[0.04 0.09 0.09 0.09 0.09 0.11 0.12 0.14],0.09625,0.09
2025-05-02,Opal Gargoyle,Gárgula de Opala,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=opal+gargoyle,[0.09 0.09 0.09 0.1  0.1  0.1  0.11 0.11],0.09875,0.1
2025-05-02,Opal Titan,Titã de Opala,{2}{W}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=opal+titan,[0.35 0.45 0.49 0.5  0.55 0.55 0.67 0.68],0.53,0.525
2025-05-02,Oppression,Opressão,{1}{B}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=oppression,[19.9  19.95 19.99 20.   21.9  22.   23.   24.  ],21.3425,20.95
2025-05-02,Order of Yawgmoth,Ordem de Yawgmoth,{2}{B}{B},Creature — Phyrexian Zombie Knight,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=order+of+yawgmoth,[0.39 0.45 0.5  0.5  0.5  0.68 0.7  0.75],0.55875,0.5
2025-05-02,Outmaneuver,Frustrar Tática Defensiva,{X}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=outmaneuver,[0.25 0.75 0.78 0.84 0.35 0.88 0.9  0.99],0.7175,0.81
2025-05-02,Pacifism,Pacifismo,{1}{W},Enchantment — Aura,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pacifism,[],0.0,
2025-05-02,Parasitic Bond,Vínculo Parasítico,{3}{B},Enchantment — Aura,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=parasitic+bond,[0.2  0.25 0.25 0.25 0.27 0.3  0.35 0.35],0.2774999999999999,0.26
2025-05-02,Pariah,Pária,{2}{W},Enchantment — Aura,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pariah,[ 5.1   7.99  9.75 10.   11.93 12.   12.   12.9 ],10.20875,10.965
2025-05-02,Path of Peace,Caminho da Paz,{3}{W},Sorcery,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=path+of+peace,[0.08 0.09 0.09 0.09 0.11 0.11 0.12 0.14],0.10375,0.1
2025-05-02,Pegasus Charger,Pégaso Atacante,{2}{W},Creature — Pegasus,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pegasus+charger,[0.08 0.09 0.09 0.09 0.09 0.1  0.11 0.11],0.095,0.09
2025-05-02,Pendrell Drake,Dragonete de Pendrell,{3}{U},Creature — Drake,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pendrell+drake,[0.05 0.09 0.09 0.1  0.11 0.14 0.18 0.2 ],0.12,0.10500000000000001
2025-05-02,Pendrell Flux,Fluxo de Pendrell,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pendrell+flux,[0.04 0.09 0.09 0.09 0.1  0.13 0.14 0.14],0.1025,0.095
2025-05-02,Peregrine Drake,Dragonete Peregrino,{4}{U},Creature — Drake,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=peregrine+drake,[  1.5  136.     1.9    1.99   1.99   1.99   2.5    2.99],18.8575,1.99
2025-05-02,Persecute,Perseguir,{2}{B}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=persecute,[ 2.09  2.49  5.75  7.7   8.99  9.75  9.99 11.75],7.313750000000001,8.345
2025-05-02,Pestilence,Pestilência,{2}{B}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pestilence,[1.27 1.39 1.4  1.4  1.3  1.99 2.   2.25],1.625,1.4
2025-05-02,Phyrexian Colossus,Colosso Phyrexiano,{7},Artifact Creature — Phyrexian Golem,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=phyrexian+colossus,[0.38 1.95 2.52 3.99 4.59 4.75 5.4  9.99],4.19625,4.29
2025-05-02,Phyrexian Ghoul,Carniçal Phyrexiano,{2}{B},Creature — Phyrexian Zombie,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=phyrexian+ghoul,[0.09 0.09 0.09 0.1  0.13 0.13 0.13 0.14],0.1125,0.115
2025-05-02,Phyrexian Processor,Processador Phyrexiano,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=phyrexian+processor,[ 1.    5.    5.69  7.9   9.75 14.9  16.   16.9 ],9.6425,8.825
2025-05-02,Phyrexian Tower,Torre Phyrexiana,,Legendary Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=phyrexian+tower,[249.99 250.   259.   274.99 274.99 297.42 299.9  300.  ],275.78625,274.99
2025-05-02,Pit Trap,Fojo com Estacas,{2},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pit+trap,[0.15 0.18 0.18 0.2  0.21 0.23 0.24 0.24],0.20375,0.20500000000000002
2025-05-02,Plains,Planície,,Basic Land — Plains,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=plains,[],0.0,
2025-05-02,Planar Birth,Nascimento Interplanar,{1}{W},Sorcery,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=planar+birth,[11.4  11.75 11.99 12.59 13.75 14.2  14.94 15.15],13.22125,13.17
2025-05-02,Planar Void,Vácuo Interplanar,{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=planar+void,[12.   12.95 13.26 22.95 24.99 24.99 27.98 28.  ],20.89,23.97
2025-05-02,Polluted Mire,Lamaçal Poluído,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=polluted+mire,[0.18 0.18 0.23 0.25 0.25 0.33 0.4  0.4 ],0.2775,0.25
2025-05-02,Pouncing Jaguar,Jaguar Rabaz,{G},Creature — Cat,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pouncing+jaguar,[0.18 0.2  0.2  0.25 0.25 0.25 0.3  0.3 ],0.24125,0.25
2025-05-02,Power Sink,Sorvedouro de Mana,{X}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=power+sink,[0.09 0.09 0.09 0.14 0.14 0.14 0.17 0.18],0.13,0.14
2025-05-02,Power Taint,Marca de Poder,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=power+taint,[0.04 0.09 0.1  0.11 0.14 0.14 0.14 0.15],0.11375,0.125
2025-05-02,Presence of the Master,Presença do Mestre,{3}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=presence+of+the+master,[  0.85 125.   148.     3.     3.19   3.75   3.99   4.99],36.596250000000005,3.87
2025-05-02,Priest of Gix,Sacerdote de Gix,{2}{B},Creature — Phyrexian Human Cleric Minion,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=priest+of+gix,[ 9.99 13.11 13.95 14.4  16.16 18.   13.5  19.75],14.8575,14.175
2025-05-02,Priest of Titania,Sacerdote de Titânia,{1}{G},Creature — Elf Druid,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=priest+of+titania,[ 7.76  9.    9.48  9.8   9.8   9.95 10.5  11.73],9.7525,9.8
2025-05-02,Purging Scythe,Foice Expurgadora,{5},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=purging+scythe,[0.37 0.6  0.75 0.95 0.99 1.   1.01 1.05],0.84,0.97
2025-05-02,Rain of Filth,Chuva de Imundície,{B},Instant,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rain+of+filth,[19.54 23.25 24.   25.   25.   25.65 26.   27.  ],24.43,25.0
2025-05-02,Rain of Salt,Chuva de Sal,{4}{R}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rain+of+salt,[0.25 0.25 0.31 0.39 0.49 0.5  0.6  0.75],0.4425,0.44
2025-05-02,Ravenous Skirge,Eskirge Voraz,{2}{B},Creature — Phyrexian Imp,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=ravenous+skirge,[0.09 0.09 0.09 0.1  0.1  0.11 0.14 0.14],0.1075,0.1
2025-05-02,Raze,Arrasar,{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=raze,[ 9.9  12.   12.   14.   14.   14.5  14.74 14.9 ],13.255,14.0
2025-05-02,Recantation,Recantação,{3}{U}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=recantation,[  0.43   0.75   0.75   0.75   1.     1.     1.   105.  ],13.835,0.875
2025-05-02,Reclusive Wight,Avantesma Recluso,{3}{B},Creature — Zombie Minion,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=reclusive+wight,[0.09 0.18 0.2  0.24 0.24 0.24 0.25 0.25],0.21125,0.24
2025-05-02,Redeem,Redimir,{1}{W},Instant,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=redeem,[0.09 0.09 0.09 0.11 0.11 0.14 0.14 0.18],0.11875,0.11
2025-05-02,Reflexes,Reflexos,{R},Enchantment — Aura,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=reflexes,[0.08 0.09 0.09 0.09 0.09 0.09 0.1  0.11],0.0925,0.09
2025-05-02,Rejuvenate,Rejuvenescer,{3}{G},Sorcery,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rejuvenate,[0.05 0.09 0.09 0.09 0.11 0.11 0.13 0.14],0.10125,0.1
2025-05-02,Remembrance,Lembrança,{3}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=remembrance,[12.99 13.   14.9  14.99 14.99 15.   16.5  16.55],14.865,14.99
2025-05-02,Remote Isle,Ilha Remota,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=remote+isle,[0.38 0.38 0.38 0.38 0.43 0.43 0.45 0.5 ],0.41625,0.405
2025-05-02,Reprocess,Reprocessar,{2}{B}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=reprocess,[ 3.75  9.75  9.9   9.99 10.   10.   11.   12.72],9.63875,9.995000000000001
2025-05-02,Rescind,Rescindir,{1}{U}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rescind,[0.09 0.15 0.18 0.18 0.2  0.2  0.2  0.23],0.17875,0.19
2025-05-02,Retaliation,Retaliação,{2}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=retaliation,[0.04 0.08 0.09 0.09 0.11 0.11 0.24 0.25],0.12625,0.1
2025-05-02,Retromancer,Retromante,{2}{R}{R},Creature — Lizard Shaman,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=retromancer,[0.08 0.09 0.09 0.1  0.11 0.11 0.11 0.11],0.1,0.10500000000000001
2025-05-02,Rewind,Retroceder,{2}{U}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rewind,[1.   1.1  1.13 1.15 1.75 1.99 2.   2.42],1.5675,1.45
2025-05-02,Rumbling Crescendo,Estrondo Retumbante,{3}{R}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rumbling+crescendo,[  1.1    1.35   1.5    1.6    1.69 137.     1.95   2.  ],18.52375,1.645
2025-05-02,Rune of Protection: Artifacts,Runa de Proteção: Artefatos,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rune+of+protection:+artifacts,[0.3  0.3  0.36 0.4  0.45 0.5  0.5  0.5 ],0.4137499999999999,0.42500000000000004
2025-05-02,Rune of Protection: Black,Runa de Proteção: Preto,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rune+of+protection:+black,[0.05 0.18 0.18 0.24 0.25 0.25 0.25 0.25],0.20625,0.245
2025-05-02,Rune of Protection: Blue,Runa de Proteção: Azul,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rune+of+protection:+blue,[0.2  0.23 0.23 0.23 0.24 0.25 0.25 0.25],0.235,0.235
2025-05-02,Rune of Protection: Green,Runa de Proteção: Verde,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rune+of+protection:+green,[0.15 0.18 0.18 0.18 0.18 0.2  0.21 0.22],0.1875,0.18
2025-05-02,Rune of Protection: Lands,Runa de Proteção: Terrenos,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rune+of+protection:+lands,[0.7  0.39 1.05 1.13 1.4  1.75 1.79 2.13],1.2925,1.265
2025-05-02,Rune of Protection: Red,Runa de Proteção: Vermelho,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rune+of+protection:+red,[0.08 0.08 0.11 0.5  0.5  0.62 0.68 0.75],0.415,0.5
2025-05-02,Rune of Protection: White,Runa de Proteção: Branco,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rune+of+protection:+white,[0.14 0.15 0.18 0.18 0.2  0.23 0.25 0.25],0.1975,0.19
2025-05-02,Sanctum Custodian,Custódio do Santuário,{2}{W},Creature — Human Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sanctum+custodian,[0.09 0.09 0.09 0.09 0.1  0.1  0.11 0.11],0.0975,0.095
2025-05-02,Sanctum Guardian,Guardião do Santuário,{1}{W}{W},Creature — Human Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sanctum+guardian,[0.09 0.09 0.09 0.18 0.18 0.18 0.18 0.18],0.14625,0.18
2025-05-02,Sandbar Merfolk,Tritões da Restinga,{U},Creature — Merfolk,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sandbar+merfolk,[0.08 0.1  0.18 0.19 0.19 0.2  0.2  0.2 ],0.1675,0.19
2025-05-02,Sandbar Serpent,Serpente da Restinga,{4}{U},Creature — Serpent,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sandbar+serpent,[0.1  0.18 0.24 0.25 0.25 0.25 0.3  0.35],0.24,0.25
2025-05-02,Sanguine Guard,Guarda Sangüífero,{1}{B}{B},Creature — Phyrexian Zombie Knight,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sanguine+guard,[0.12 0.18 0.18 0.25 0.35 0.35 0.39 0.39],0.27625,0.3
2025-05-02,Scald,Escaldadura,{1}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=scald,[0.25 0.3  0.36 0.41 0.45 0.45 0.45 0.49],0.395,0.43
2025-05-02,Scoria Wurm,Vorme de Escória,{4}{R},Creature — Wurm,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=scoria+wurm,[0.73 0.75 0.75 0.84 0.85 0.88 0.9  0.9 ],0.825,0.845
2025-05-02,Scrap,Reduzir a Sucata,{2}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=scrap,[0.08 0.09 0.09 0.09 0.1  0.11 0.11 0.11],0.0975,0.095
2025-05-02,Seasoned Marshal,Marechal Experiente,{2}{W}{W},Creature — Human Soldier,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=seasoned+marshal,[0.15 0.15 0.18 0.2  0.23 0.23 0.24 0.24],0.2024999999999999,0.21500000000000002
2025-05-02,Serra Avatar,Avatar de Serra,{4}{W}{W}{W},Creature — Avatar,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=serra+avatar,[ 9.    9.9  12.   13.99 15.61 15.73 17.94 13.9 ],13.50875,13.945
2025-05-02,Serra's Embrace,Abraço de Serra,{2}{W}{W},Enchantment — Aura,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=serra's+embrace,[0.18 0.18 0.25 0.25 0.25 0.28 0.28 0.3 ],0.24625,0.25
2025-05-02,Serra's Hymn,Hino de Serra,{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=serra's+hymn,[0.19 0.3  0.45 0.49 0.55 0.56 0.59 0.6 ],0.4662499999999999,0.52
2025-05-02,Serra's Liturgy,Liturgia de Serra,{2}{W}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=serra's+liturgy,[  0.45   0.99   1.19   1.27   1.34 139.     1.4  145.  ],36.33,1.3050000000000002
2025-05-02,Serra's Sanctum,Santuário de Serra,,Legendary Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=serra's+sanctum,[749.93 827.99 839.2  849.5  849.95 919.9  975.   999.9 ],876.42125,849.725
2025-05-02,Serra Zealot,Zelote de Serra,{W},Creature — Human Soldier,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=serra+zealot,[0.09 0.09 0.09 0.09 0.11 0.11 0.11 0.14],0.10375,0.1
2025-05-02,Shimmering Barrier,Barreira Tremeluzente,{1}{W},Creature — Wall,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=shimmering+barrier,[0.3  0.36 0.38 0.42 0.48 0.5  0.5  0.5 ],0.43,0.44999999999999996
2025-05-02,Shivan Gorge,Ravina de Shiv,,Legendary Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=shivan+gorge,[3.75 4.58 4.9  4.95 4.95 5.25 5.3  5.36],4.88,4.95
2025-05-02,Shivan Hellkite,Dragão Avérneo de Shiv,{5}{R}{R},Creature — Dragon,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=shivan+hellkite,[0.75 0.75 1.76 2.   2.5  2.99 3.6  5.75],2.5125,2.25
2025-05-02,Shivan Raptor,Raptor de Shiv,{2}{R},Creature — Dinosaur,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=shivan+raptor,[0.06 0.09 0.09 0.18 0.18 0.25 0.25 0.25],0.16875,0.18
2025-05-02,Shiv's Embrace,Abraço de Shiv,{2}{R}{R},Enchantment — Aura,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=shiv's+embrace,[0.14 0.14 0.14 0.14 0.18 0.18 0.18 0.23],0.16625,0.16
2025-05-02,Show and Tell,Mostrar e Contar,{2}{U},Sorcery,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=show+and+tell,[149.9  152.   159.95 169.93 169.99 179.75 184.   194.93],170.05625,169.96
2025-05-02,Shower of Sparks,Chuva de Centelhas,{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=shower+of+sparks,[0.08 0.09 0.09 0.09 0.09 0.09 0.09 0.1 ],0.09,0.09
2025-05-02,Sicken,Adoecer,{B},Enchantment — Aura,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sicken,[0.07 0.09 0.09 0.09 0.1  0.1  0.1  0.1 ],0.0925,0.095
2025-05-02,Silent Attendant,Ajudante Silencioso,{2}{W},Creature — Human Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=silent+attendant,[0.08 0.09 0.09 0.09 0.09 0.1  0.11 0.11],0.095,0.09
2025-05-02,Skirge Familiar,Eskirge Familiar,{4}{B},Creature — Phyrexian Imp,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=skirge+familiar,[1.2  2.3  2.51 2.54 2.84 2.99 3.25 4.43],2.7575000000000003,2.69
2025-05-02,Skittering Skirge,Eskirge Esvoaçante,{B}{B},Creature — Phyrexian Imp,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=skittering+skirge,[3.9  4.2  5.   5.9  6.93 7.39 7.49 7.9 ],6.08875,6.415
2025-05-02,Sleeper Agent,Agente Adormecido,{B},Creature — Phyrexian Minion,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sleeper+agent,[ 7.64  8.91 10.99 11.   11.   11.4  11.99 12.9 ],10.728750000000002,11.0
2025-05-02,Slippery Karst,Carste Escorregadio,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=slippery+karst,[0.18 0.18 0.18 0.25 0.25 0.25 0.39 0.4 ],0.26,0.25
2025-05-02,Smokestack,Chaminé,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=smokestack,[29.99 30.   32.55 32.93 38.9  41.5  41.5  41.8 ],36.14625,35.915
2025-05-02,Smoldering Crater,Cratera Fumegante,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=smoldering+crater,[0.2  0.4  0.4  0.45 0.45 0.49 0.5  0.5 ],0.42375,0.45
2025-05-02,Sneak Attack,Ataque Surpresa,{3}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sneak+attack,[40.47 40.83 41.99 45.99 50.   56.7  59.99 60.  ],49.49625,47.995000000000005
2025-05-02,Somnophore,Sonóforo,{2}{U}{U},Creature — Illusion,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=somnophore,[0.51 0.6  0.64 0.74 0.75 0.95 0.96 0.98],0.7662499999999999,0.745
2025-05-02,Songstitcher,Tecelão de Canções,{W},Creature — Human Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=songstitcher,[0.09 0.09 0.09 0.11 0.11 0.13 0.14 0.14],0.1125,0.11
2025-05-02,Soul Sculptor,Escultor de Almas,{2}{W},Creature — Human,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=soul+sculptor,[  0.9    0.94   1.   139.     1.75 139.     1.98   2.  ],35.82125,1.865
2025-05-02,Spined Fluke,Fascíola Espinhenta,{2}{B},Creature — Worm Horror,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=spined+fluke,[0.27 0.4  0.46 0.6  0.8  0.99 1.   1.  ],0.69,0.7
2025-05-02,Spire Owl,Coruja da Torre,{1}{U},Creature — Bird,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=spire+owl,[0.12 0.14 0.4  0.4  0.4  0.5  0.5  0.5 ],0.37,0.4
2025-05-02,Sporogenesis,Esporogênese,{3}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sporogenesis,[5.02 5.1  5.95 6.79 6.83 7.11 7.5  7.99],6.53625,6.8100000000000005
2025-05-02,Spreading Algae,Algas Disseminadas,{G},Enchantment — Aura,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=spreading+algae,[0.45 0.48 0.49 0.5  0.5  0.5  0.71 0.81],0.5549999999999999,0.5
2025-05-02,Steam Blast,Jato de Vapor,{2}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=steam+blast,[0.2  0.25 0.25 0.29 0.32 0.32 0.35 0.35],0.29125,0.305
2025-05-02,Stern Proctor,Inspetor Carrancudo,{U}{U},Creature — Human Wizard,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=stern+proctor,[0.45 0.49 0.5  0.53 0.55 0.75 0.78 0.3 ],0.54375,0.515
2025-05-02,Stroke of Genius,Golpe de Gênio,{X}{2}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=stroke+of+genius,[12.49 15.99 16.49 21.83 21.99 22.28 22.91 24.  ],19.7475,21.909999999999997
2025-05-02,Sulfuric Vapors,Vapores Sulfúricos,{3}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sulfuric+vapors,[  0.36   1.     1.   105.   125.   139.   145.   149.  ],83.17,115.0
2025-05-02,Sunder,Rachar,{3}{U}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sunder,[16.99 17.99 19.99 19.99 21.   21.17 21.4  21.9 ],20.05375,20.494999999999997
2025-05-02,Swamp,Pântano,,Basic Land — Swamp,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=swamp,[],0.0,
